,Unnamed: 0,tanggal,Team,position,menit,shotTotal,shotOnTarget,yellowCard,redCard,touches,press,tackle,intercept,blocks,shotCreation,goalCreation,passComplete,passAttempt,passProgresive,carries,carries>5yard,DribblesSucces,Dribbles.1,Nama,goal,Kemasukan,Minggu,homeAway,Starting 11,KlasemenTimMusuh
0,0,2021-08-14,Everton,GK,90.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,35.0,0.0,26.0,0.0,0.0,0.0,Jordan-Pickford,3,1,1,0,0.0,15
1,1,2021-08-21,Everton,GK,90.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,31.0,0.0,11.0,0.0,0.0,0.0,Jordan-Pickford,2,2,2,1,0.0,9
2,2,2021-08-28,Everton,GK,90.0,0.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,23.0,0.0,8.0,0.0,0.0,0.0,Jordan-Pickford,2,0,3,1,0.0,16
3,3,2021-09-13,Everton,GK,90.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,30.0,0.0,12.0,0.0,0.0,0.0,Jordan-Pickford,3,1,4,0,0.0,17
4,4,2021-09-25,Everton,GK,90.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,33.0,0.0,19.0,0.0,0.0,0.0,Jordan-Pickford,2,0,6,0,0.0,28
5,5,2021-10-02,Everton,GK,90.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,0.0,9.0,0.0,0.0,0.0,Jordan-Pickford,1,1,7,1,0.0,2
6,6,2021-10-17,Everton,GK,90.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,35.0,0.0,15.0,0.0,0.0,0.0,Jordan-Pickford,0,1,8,0,0.0,6
7,7,2021-10-23,Everton,GK,90.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,36.0,0.0,24.0,0.0,0.0,0.0,Jordan-Pickford,2,5,9,0,0.0,30
8,8,2021-11-01,Everton,GK,90.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,23.0,0.0,11.0,0.0,0.0,0.0,Jordan-Pickford,1,2,10,1,0.0,13
9,9,2021-11-07,Everton,GK,90.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,26.0,0.0,12.0,0.0,0.0,0.0,Jordan-Pickford,0,0,11,0,0.0,7
10,10,2021-11-21,Everton,GK,90.0,0.0,0.0,0.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,37.0,0.0,5.0,0.0,0.0,0.0,Jordan-Pickford,0,3,12,1,0.0,1
11,11,2021-11-28,Everton,GK,90.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,23.0,0.0,15.0,0.0,0.0,0.0,Jordan-Pickford,0,1,13,1,0.0,29
12,12,2021-12-01,Everton,GK,90.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,35.0,0.0,14.0,0.0,0.0,0.0,Jordan-Pickford,1,4,14,0,0.0,3
13,13,2021-12-06,Everton,GK,90.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,37.0,0.0,22.0,0.0,0.0,0.0,Jordan-Pickford,2,1,15,0,0.0,8
14,14,2021-12-12,Everton,GK,90.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,24.0,0.0,13.0,0.0,0.0,0.0,Jordan-Pickford,1,3,16,1,0.0,14
15,15,2021-12-16,Everton,GK,90.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,37.0,0.0,14.0,0.0,0.0,0.0,Jordan-Pickford,1,1,17,1,0.0,4
16,16,2022-01-02,Everton,GK,90.0,0.0,0.0,0.0,0.0,40.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,36.0,0.0,25.0,0.0,0.0,0.0,Jordan-Pickford,2,3,21,0,0.0,16
17,17,2022-01-15,Everton,GK,90.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,0.0,10.0,0.0,0.0,0.0,Jordan-Pickford,1,2,22,1,0.0,28
18,18,2022-01-22,Everton,GK,90.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,1.0,0.0,20.0,43.0,0.0,24.0,0.0,0.0,0.0,Jordan-Pickford,0,1,23,0,0.0,11
19,19,2022-02-08,Everton,GK,90.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,33.0,0.0,21.0,0.0,0.0,0.0,Jordan-Pickford,1,3,24,1,0.0,12
20,20,2022-02-12,Everton,GK,90.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,36.0,0.0,11.0,0.0,1.0,1.0,Jordan-Pickford,3,0,25,0,0.0,9
21,21,2022-02-19,Everton,GK,90.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,43.0,0.0,21.0,0.0,0.0,0.0,Jordan-Pickford,0,2,26,1,0.0,15
22,22,2022-02-26,Everton,GK,90.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,37.0,0.0,16.0,0.0,0.0,0.0,Jordan-Pickford,0,1,27,0,0.0,1
23,23,2022-03-07,Everton,GK,90.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,25.0,0.0,11.0,0.0,0.0,0.0,Jordan-Pickford,0,5,28,1,0.0,7
24,24,2022-03-13,Everton,GK,90.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,36.0,0.0,19.0,0.0,0.0,0.0,Jordan-Pickford,0,1,29,0,0.0,13
25,25,2022-04-03,Everton,GK,90.0,0.0,0.0,0.0,0.0,45.0,2.0,0.0,0.0,1.0,0.0,0.0,28.0,42.0,0.0,15.0,0.0,0.0,0.0,Jordan-Pickford,1,2,31,1,0.0,6
26,26,2022-04-06,Everton,GK,90.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,0.0,10.0,0.0,0.0,0.0,Jordan-Pickford,2,3,19,1,,17
27,27,2022-04-09,Everton,GK,90.0,0.0,0.0,1.0,0.0,44.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,40.0,0.0,20.0,0.0,0.0,0.0,Jordan-Pickford,1,0,32,0,0.0,2
28,28,2022-04-20,Everton,GK,90.0,0.0,0.0,0.0,0.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,38.0,0.0,21.0,0.0,0.0,0.0,Jordan-Pickford,1,1,18,0,0.0,5
29,29,2022-04-24,Everton,GK,90.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,0.0,8.0,0.0,0.0,0.0,Jordan-Pickford,0,2,34,1,0.0,3
30,30,2022-05-01,Everton,GK,90.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,24.0,0.0,9.0,0.0,0.0,0.0,Jordan-Pickford,1,0,35,0,0.0,4
31,31,2022-05-08,Everton,GK,90.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,37.0,0.0,20.0,0.0,0.0,0.0,Jordan-Pickford,2,1,36,1,0.0,5
32,32,2022-05-11,Everton,GK,90.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,36.0,0.0,23.0,0.0,0.0,0.0,Jordan-Pickford,0,0,30,1,0.0,30
33,33,2022-05-15,Everton,GK,90.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,2.0,1.0,21.0,41.0,0.0,19.0,0.0,0.0,0.0,Jordan-Pickford,2,3,37,0,0.0,29
34,34,2022-05-19,Everton,GK,90.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,30.0,0.0,15.0,0.0,0.0,0.0,Jordan-Pickford,3,2,33,0,0.0,14
35,35,2021-08-14,Everton,CB,90.0,1.0,0.0,0.0,0.0,60.0,4.0,2.0,1.0,1.0,1.0,0.0,35.0,44.0,2.0,29.0,0.0,0.0,0.0,Michael-Keane,3,1,1,0,0.0,15
36,36,2021-08-21,Everton,CB,90.0,1.0,1.0,0.0,0.0,26.0,1.0,0.0,2.0,4.0,0.0,0.0,9.0,16.0,2.0,9.0,0.0,0.0,0.0,Michael-Keane,2,2,2,1,0.0,9
37,37,2021-08-28,Everton,CB,90.0,0.0,0.0,0.0,0.0,39.0,6.0,3.0,0.0,5.0,0.0,0.0,26.0,29.0,2.0,17.0,0.0,0.0,0.0,Michael-Keane,2,0,3,1,0.0,16
38,38,2021-09-13,Everton,CB,90.0,1.0,1.0,0.0,0.0,53.0,4.0,3.0,2.0,1.0,3.0,0.0,31.0,40.0,1.0,22.0,0.0,0.0,0.0,Michael-Keane,3,1,4,0,0.0,17
39,39,2021-09-18,Everton,CB,90.0,2.0,0.0,0.0,0.0,40.0,3.0,0.0,2.0,2.0,0.0,0.0,19.0,28.0,1.0,16.0,0.0,0.0,0.0,Michael-Keane,0,3,5,1,0.0,11
40,40,2021-09-25,Everton,CB,90.0,1.0,0.0,0.0,0.0,47.0,6.0,0.0,1.0,2.0,1.0,0.0,31.0,37.0,2.0,34.0,3.0,0.0,0.0,Michael-Keane,2,0,6,0,0.0,28
41,41,2021-10-02,Everton,CB,90.0,1.0,0.0,0.0,0.0,31.0,4.0,1.0,2.0,0.0,0.0,0.0,12.0,21.0,0.0,14.0,1.0,0.0,0.0,Michael-Keane,1,1,7,1,0.0,2
42,42,2021-10-17,Everton,CB,90.0,0.0,0.0,0.0,0.0,39.0,9.0,1.0,3.0,2.0,0.0,0.0,17.0,26.0,0.0,14.0,1.0,1.0,2.0,Michael-Keane,0,1,8,0,0.0,6
43,43,2021-10-23,Everton,CB,90.0,1.0,0.0,0.0,0.0,69.0,10.0,2.0,0.0,2.0,1.0,1.0,42.0,58.0,5.0,35.0,4.0,0.0,0.0,Michael-Keane,2,5,9,0,0.0,30
44,44,2021-11-01,Everton,CB,90.0,1.0,1.0,0.0,0.0,62.0,17.0,6.0,1.0,4.0,0.0,0.0,42.0,46.0,4.0,31.0,1.0,0.0,0.0,Michael-Keane,1,2,10,1,0.0,13
45,45,2021-11-07,Everton,CB,90.0,1.0,0.0,0.0,0.0,64.0,10.0,0.0,5.0,2.0,0.0,0.0,44.0,54.0,3.0,36.0,4.0,1.0,1.0,Michael-Keane,0,0,11,0,0.0,7
46,46,2021-11-21,Everton,CB,90.0,0.0,0.0,0.0,0.0,34.0,7.0,2.0,3.0,0.0,0.0,0.0,18.0,23.0,2.0,6.0,0.0,0.0,0.0,Michael-Keane,0,3,12,1,0.0,1
47,47,2021-11-28,Everton,CB,90.0,1.0,0.0,0.0,0.0,67.0,5.0,0.0,6.0,0.0,2.0,0.0,46.0,60.0,7.0,34.0,4.0,1.0,1.0,Michael-Keane,0,1,13,1,0.0,29
48,48,2021-12-01,Everton,CB,90.0,0.0,0.0,0.0,0.0,40.0,6.0,2.0,3.0,3.0,1.0,0.0,19.0,30.0,0.0,16.0,0.0,1.0,1.0,Michael-Keane,1,4,14,0,0.0,3
49,49,2021-12-06,Everton,CB,90.0,1.0,0.0,0.0,0.0,57.0,1.0,0.0,1.0,1.0,0.0,0.0,37.0,49.0,4.0,35.0,4.0,0.0,0.0,Michael-Keane,2,1,15,0,0.0,8
50,50,2021-12-12,Everton,CB,90.0,0.0,0.0,0.0,0.0,46.0,9.0,3.0,0.0,1.0,0.0,0.0,30.0,39.0,4.0,29.0,5.0,0.0,0.0,Michael-Keane,1,3,16,1,0.0,14
51,51,2021-12-16,Everton,CB,90.0,0.0,0.0,0.0,0.0,33.0,8.0,3.0,3.0,2.0,1.0,0.0,18.0,22.0,1.0,11.0,0.0,0.0,0.0,Michael-Keane,1,1,17,1,,4
52,52,2022-01-02,Everton,CB,90.0,1.0,0.0,0.0,0.0,53.0,6.0,1.0,4.0,0.0,0.0,0.0,32.0,45.0,5.0,32.0,3.0,0.0,1.0,Michael-Keane,2,3,21,0,0.0,16
53,53,2022-01-15,Everton,CB,90.0,1.0,0.0,1.0,0.0,73.0,17.0,2.0,2.0,2.0,0.0,0.0,53.0,62.0,4.0,41.0,4.0,0.0,0.0,Michael-Keane,1,2,22,1,0.0,28
54,54,2022-02-08,Everton,CB,90.0,0.0,0.0,0.0,0.0,58.0,6.0,2.0,1.0,2.0,1.0,0.0,40.0,50.0,1.0,35.0,0.0,0.0,0.0,Michael-Keane,1,3,24,1,0.0,12
55,55,2022-02-12,Everton,CB,90.0,1.0,1.0,0.0,0.0,33.0,2.0,0.0,1.0,1.0,0.0,0.0,21.0,28.0,4.0,16.0,3.0,0.0,0.0,Michael-Keane,3,0,25,0,0.0,9
56,56,2022-02-19,Everton,CB,90.0,0.0,0.0,0.0,0.0,44.0,13.0,1.0,6.0,2.0,0.0,0.0,25.0,30.0,1.0,19.0,1.0,0.0,0.0,Michael-Keane,0,2,26,1,0.0,15
57,57,2022-02-26,Everton,CB,90.0,0.0,0.0,0.0,0.0,42.0,2.0,0.0,2.0,2.0,0.0,0.0,26.0,33.0,1.0,23.0,0.0,0.0,0.0,Michael-Keane,0,1,27,0,0.0,1
59,59,2022-03-17,Everton,CB,90.0,0.0,0.0,0.0,0.0,44.0,2.0,2.0,1.0,1.0,1.0,0.0,24.0,32.0,2.0,14.0,3.0,0.0,0.0,Michael-Keane,1,0,20,0,0.0,12
60,60,2022-04-03,Everton,CB,64.0,0.0,0.0,2.0,1.0,45.0,18.0,5.0,0.0,2.0,1.0,0.0,30.0,37.0,1.0,27.0,3.0,0.0,0.0,Michael-Keane,1,2,31,1,,6
61,61,2022-04-09,Everton,CB,90.0,1.0,0.0,0.0,0.0,52.0,6.0,0.0,2.0,3.0,0.0,0.0,27.0,38.0,2.0,27.0,2.0,0.0,0.0,Michael-Keane,1,0,32,0,0.0,2
62,62,2022-04-24,Everton,CB,90.0,0.0,0.0,0.0,0.0,30.0,4.0,1.0,1.0,1.0,0.0,0.0,6.0,17.0,0.0,10.0,0.0,0.0,0.0,Michael-Keane,0,2,34,1,0.0,3
63,63,2022-05-08,Everton,CB,73.0,0.0,0.0,0.0,0.0,31.0,4.0,3.0,3.0,0.0,0.0,0.0,13.0,18.0,2.0,10.0,1.0,0.0,0.0,Michael-Keane,2,1,36,1,1.0,5
64,64,2022-05-11,Everton,CB,90.0,3.0,1.0,0.0,0.0,66.0,11.0,1.0,2.0,1.0,1.0,0.0,46.0,54.0,3.0,45.0,0.0,0.0,0.0,Michael-Keane,0,0,30,1,0.0,30
65,65,2022-05-19,Everton,CB,90.0,1.0,1.0,1.0,0.0,39.0,12.0,2.0,1.0,0.0,0.0,0.0,22.0,28.0,6.0,14.0,1.0,0.0,0.0,Michael-Keane,3,2,33,0,0.0,14
66,66,2022-05-22,Everton,CB,90.0,0.0,0.0,0.0,0.0,25.0,9.0,1.0,1.0,2.0,0.0,0.0,15.0,19.0,0.0,11.0,0.0,0.0,0.0,Michael-Keane,1,5,38,1,0.0,8
67,67,2021-08-14,Everton,RB,90.0,0.0,0.0,0.0,0.0,71.0,11.0,5.0,3.0,2.0,3.0,1.0,40.0,55.0,6.0,36.0,2.0,0.0,1.0,Seamus-Coleman,3,1,1,0,,15
68,68,2021-08-21,Everton,RB,90.0,1.0,0.0,1.0,0.0,36.0,15.0,2.0,3.0,1.0,1.0,0.0,20.0,27.0,3.0,12.0,1.0,1.0,1.0,Seamus-Coleman,2,2,2,1,,9
69,69,2021-08-28,Everton,RB,90.0,0.0,0.0,0.0,0.0,48.0,7.0,1.0,1.0,2.0,1.0,1.0,29.0,41.0,1.0,29.0,6.0,3.0,5.0,Seamus-Coleman,2,0,3,1,,16
70,70,2021-09-13,Everton,WB,90.0,0.0,0.0,0.0,0.0,69.0,11.0,1.0,0.0,3.0,3.0,1.0,43.0,60.0,5.0,36.0,3.0,0.0,2.0,Seamus-Coleman,3,1,4,0,,17
71,71,2021-10-17,Everton,RB,90.0,1.0,0.0,0.0,0.0,48.0,5.0,0.0,3.0,0.0,1.0,0.0,31.0,41.0,5.0,24.0,4.0,1.0,1.0,Seamus-Coleman,0,1,8,0,,6
72,72,2021-10-23,Everton,RB,90.0,0.0,0.0,0.0,0.0,60.0,13.0,1.0,0.0,3.0,2.0,0.0,40.0,54.0,8.0,38.0,4.0,1.0,1.0,Seamus-Coleman,2,5,9,0,,30
73,73,2021-11-01,Everton,RB,90.0,1.0,0.0,1.0,0.0,65.0,14.0,2.0,1.0,4.0,3.0,0.0,37.0,50.0,4.0,38.0,5.0,0.0,2.0,Seamus-Coleman,1,2,10,1,,13
74,74,2021-11-07,Everton,RB,90.0,0.0,0.0,0.0,0.0,83.0,13.0,6.0,2.0,2.0,0.0,0.0,53.0,70.0,4.0,53.0,8.0,2.0,2.0,Seamus-Coleman,0,0,11,0,,7
75,75,2021-11-21,Everton,RB,90.0,1.0,0.0,0.0,0.0,35.0,16.0,3.0,1.0,1.0,0.0,0.0,20.0,27.0,0.0,17.0,0.0,1.0,2.0,Seamus-Coleman,0,3,12,1,,1
76,76,2021-11-28,Everton,RB,90.0,0.0,0.0,0.0,0.0,103.0,13.0,4.0,5.0,2.0,3.0,0.0,68.0,87.0,6.0,74.0,12.0,0.0,1.0,Seamus-Coleman,0,1,13,1,,29
77,77,2021-12-01,Everton,RB,90.0,0.0,0.0,0.0,0.0,50.0,12.0,7.0,2.0,0.0,1.0,0.0,19.0,34.0,1.0,20.0,1.0,0.0,0.0,Seamus-Coleman,1,4,14,0,,3
78,78,2021-12-06,Everton,RB,90.0,0.0,0.0,0.0,0.0,49.0,10.0,1.0,2.0,2.0,1.0,0.0,30.0,38.0,2.0,22.0,0.0,0.0,0.0,Seamus-Coleman,2,1,15,0,,8
79,79,2021-12-12,Everton,RB,90.0,0.0,0.0,0.0,0.0,59.0,22.0,5.0,2.0,1.0,1.0,0.0,30.0,44.0,2.0,20.0,2.0,0.0,1.0,Seamus-Coleman,1,3,16,1,,14
80,80,2022-01-02,Everton,WB,90.0,1.0,0.0,0.0,0.0,63.0,9.0,3.0,2.0,0.0,2.0,0.0,37.0,49.0,4.0,46.0,5.0,3.0,6.0,Seamus-Coleman,2,3,21,0,,16
81,81,2022-01-15,Everton,RB,53.0,0.0,0.0,0.0,0.0,41.0,6.0,2.0,1.0,1.0,1.0,0.0,25.0,33.0,1.0,23.0,4.0,0.0,1.0,Seamus-Coleman,1,2,22,1,,28
82,82,2022-02-08,Everton,WB,90.0,0.0,0.0,0.0,0.0,56.0,14.0,3.0,1.0,3.0,1.0,0.0,38.0,45.0,5.0,32.0,4.0,2.0,2.0,Seamus-Coleman,1,3,24,1,,12
83,83,2022-02-12,Everton,RB,90.0,1.0,1.0,0.0,0.0,49.0,9.0,3.0,1.0,3.0,1.0,0.0,27.0,39.0,3.0,18.0,2.0,1.0,1.0,Seamus-Coleman,3,0,25,0,,9
84,84,2022-02-19,Everton,RB,90.0,1.0,0.0,0.0,0.0,56.0,16.0,5.0,4.0,2.0,2.0,0.0,31.0,42.0,5.0,23.0,3.0,1.0,2.0,Seamus-Coleman,0,2,26,1,,15
85,85,2022-02-26,Everton,RB,90.0,0.0,0.0,0.0,0.0,42.0,15.0,3.0,3.0,1.0,0.0,0.0,23.0,32.0,2.0,20.0,1.0,0.0,0.0,Seamus-Coleman,0,1,27,0,,1
86,86,2022-03-07,Everton,RB,90.0,0.0,0.0,0.0,0.0,74.0,7.0,0.0,0.0,4.0,2.0,0.0,54.0,66.0,2.0,44.0,2.0,1.0,2.0,Seamus-Coleman,0,5,28,1,,7
87,87,2022-03-13,Everton,WB,90.0,0.0,0.0,0.0,0.0,39.0,8.0,1.0,0.0,0.0,2.0,0.0,23.0,35.0,0.0,20.0,2.0,0.0,0.0,Seamus-Coleman,0,1,29,0,,13
88,88,2022-03-17,Everton,RB,90.0,1.0,0.0,0.0,0.0,40.0,6.0,0.0,3.0,2.0,3.0,0.0,20.0,31.0,2.0,21.0,2.0,2.0,2.0,Seamus-Coleman,1,0,20,0,,12
89,89,2022-04-09,Everton,RB,90.0,0.0,0.0,0.0,0.0,44.0,15.0,2.0,1.0,3.0,1.0,0.0,25.0,38.0,0.0,25.0,3.0,4.0,4.0,Seamus-Coleman,1,0,32,0,,2
90,90,2022-04-20,Everton,RB,90.0,0.0,0.0,0.0,0.0,53.0,18.0,5.0,6.0,4.0,1.0,0.0,29.0,38.0,3.0,27.0,1.0,2.0,2.0,Seamus-Coleman,1,1,18,0,,5
91,91,2022-04-24,Everton,RB,90.0,0.0,0.0,0.0,0.0,28.0,14.0,1.0,0.0,6.0,0.0,0.0,7.0,12.0,3.0,5.0,1.0,0.0,0.0,Seamus-Coleman,0,2,34,1,,3
92,92,2022-05-01,Everton,CB,90.0,0.0,0.0,1.0,0.0,22.0,7.0,1.0,4.0,1.0,0.0,0.0,5.0,12.0,1.0,11.0,1.0,0.0,1.0,Seamus-Coleman,1,0,35,0,,4
93,93,2022-05-08,Everton,CB,90.0,0.0,0.0,0.0,0.0,30.0,6.0,0.0,1.0,1.0,0.0,0.0,19.0,27.0,1.0,24.0,2.0,1.0,1.0,Seamus-Coleman,2,1,36,1,,5
94,94,2022-05-11,Everton,CB,90.0,0.0,0.0,1.0,0.0,61.0,10.0,2.0,1.0,3.0,0.0,0.0,46.0,52.0,0.0,50.0,4.0,0.0,1.0,Seamus-Coleman,0,0,30,1,,30
95,95,2022-05-15,Everton,CB,83.0,0.0,0.0,0.0,0.0,25.0,4.0,0.0,0.0,1.0,0.0,0.0,14.0,17.0,2.0,14.0,1.0,0.0,0.0,Seamus-Coleman,2,3,37,0,,29
96,96,2022-05-19,Everton,CB,90.0,0.0,0.0,0.0,0.0,51.0,10.0,3.0,1.0,1.0,2.0,1.0,30.0,41.0,3.0,17.0,1.0,0.0,0.0,Seamus-Coleman,3,2,33,0,,14
97,97,2021-08-14,Everton,DM,90.0,2.0,1.0,1.0,0.0,48.0,20.0,3.0,0.0,0.0,3.0,0.0,31.0,36.0,3.0,34.0,6.0,3.0,3.0,Abdoulaye-Doucoure,3,1,1,0,0.0,15
98,98,2021-08-21,Everton,DM,90.0,3.0,1.0,1.0,0.0,46.0,20.0,1.0,1.0,0.0,5.0,1.0,33.0,41.0,9.0,33.0,4.0,1.0,1.0,Abdoulaye-Doucoure,2,2,2,1,0.0,9
99,99,2021-08-28,Everton,DM,90.0,2.0,1.0,0.0,0.0,54.0,32.0,1.0,0.0,0.0,2.0,0.0,40.0,46.0,4.0,31.0,3.0,0.0,1.0,Abdoulaye-Doucoure,2,0,3,1,0.0,16
100,100,2021-09-13,Everton,DM,90.0,1.0,1.0,0.0,0.0,64.0,27.0,2.0,2.0,1.0,6.0,2.0,43.0,55.0,4.0,37.0,2.0,0.0,0.0,Abdoulaye-Doucoure,3,1,4,0,0.0,17
101,101,2021-09-18,Everton,DM,90.0,0.0,0.0,0.0,0.0,51.0,22.0,4.0,2.0,3.0,1.0,0.0,32.0,39.0,3.0,26.0,2.0,1.0,2.0,Abdoulaye-Doucoure,0,3,5,1,0.0,11
102,102,2021-09-25,Everton,CM,90.0,2.0,1.0,0.0,0.0,73.0,25.0,5.0,0.0,3.0,2.0,0.0,50.0,58.0,6.0,54.0,3.0,1.0,2.0,Abdoulaye-Doucoure,2,0,6,0,0.0,28
103,103,2021-10-02,Everton,DM,90.0,2.0,0.0,1.0,0.0,45.0,28.0,1.0,3.0,3.0,5.0,2.0,30.0,35.0,3.0,37.0,5.0,1.0,2.0,Abdoulaye-Doucoure,1,1,7,1,0.0,2
104,104,2021-10-17,Everton,DM,90.0,2.0,0.0,0.0,0.0,47.0,20.0,2.0,4.0,2.0,3.0,0.0,29.0,34.0,6.0,24.0,4.0,2.0,3.0,Abdoulaye-Doucoure,0,1,8,0,0.0,6
105,105,2021-11-28,Everton,DM,90.0,2.0,0.0,0.0,0.0,70.0,10.0,2.0,3.0,2.0,2.0,0.0,47.0,58.0,3.0,55.0,6.0,1.0,2.0,Abdoulaye-Doucoure,0,1,13,1,0.0,29
106,106,2021-12-01,Everton,DM,90.0,2.0,0.0,0.0,0.0,32.0,26.0,0.0,2.0,1.0,0.0,0.0,13.0,21.0,1.0,11.0,1.0,0.0,2.0,Abdoulaye-Doucoure,1,4,14,0,0.0,3
107,107,2021-12-06,Everton,DM,90.0,2.0,1.0,0.0,0.0,35.0,20.0,1.0,2.0,0.0,2.0,0.0,24.0,29.0,2.0,23.0,5.0,0.0,1.0,Abdoulaye-Doucoure,2,1,15,0,0.0,8
108,108,2021-12-12,Everton,CM,90.0,1.0,0.0,1.0,0.0,45.0,17.0,1.0,0.0,0.0,1.0,1.0,26.0,39.0,2.0,24.0,2.0,0.0,1.0,Abdoulaye-Doucoure,1,3,16,1,0.0,14
109,109,2021-12-16,Everton,DM,90.0,0.0,0.0,0.0,0.0,31.0,18.0,2.0,2.0,2.0,1.0,0.0,13.0,24.0,3.0,19.0,0.0,2.0,2.0,Abdoulaye-Doucoure,1,1,17,1,0.0,4
110,110,2022-01-02,Everton,DM,90.0,1.0,0.0,0.0,0.0,49.0,23.0,2.0,3.0,1.0,0.0,0.0,23.0,35.0,4.0,30.0,5.0,1.0,4.0,Abdoulaye-Doucoure,2,3,21,0,0.0,16
111,111,2022-01-15,Everton,DM,90.0,1.0,0.0,0.0,0.0,46.0,14.0,2.0,0.0,1.0,1.0,0.0,35.0,41.0,5.0,27.0,2.0,2.0,2.0,Abdoulaye-Doucoure,1,2,22,1,0.0,28
112,112,2022-01-22,Everton,DM,64.0,1.0,0.0,0.0,0.0,39.0,28.0,8.0,3.0,0.0,0.0,0.0,17.0,28.0,1.0,19.0,1.0,1.0,2.0,Abdoulaye-Doucoure,0,1,23,0,0.0,11
113,113,2022-02-26,Everton,CM,90.0,0.0,0.0,0.0,0.0,50.0,25.0,2.0,2.0,2.0,2.0,0.0,27.0,35.0,3.0,33.0,1.0,1.0,3.0,Abdoulaye-Doucoure,0,1,27,0,0.0,1
114,114,2022-03-07,Everton,AM,90.0,0.0,0.0,0.0,0.0,68.0,27.0,3.0,1.0,2.0,3.0,0.0,52.0,57.0,0.0,39.0,4.0,0.0,1.0,Abdoulaye-Doucoure,0,5,28,1,0.0,7
115,115,2022-03-13,Everton,DM,90.0,0.0,0.0,0.0,0.0,53.0,23.0,6.0,1.0,0.0,0.0,0.0,40.0,44.0,1.0,26.0,0.0,0.0,0.0,Abdoulaye-Doucoure,0,1,29,0,0.0,13
116,116,2022-03-17,Everton,DM,90.0,1.0,0.0,0.0,0.0,47.0,37.0,4.0,0.0,1.0,1.0,0.0,24.0,32.0,2.0,19.0,2.0,0.0,0.0,Abdoulaye-Doucoure,1,0,20,0,0.0,12
117,117,2022-04-03,Everton,CM,90.0,0.0,0.0,0.0,0.0,57.0,17.0,2.0,1.0,2.0,4.0,0.0,41.0,48.0,0.0,35.0,8.0,0.0,0.0,Abdoulaye-Doucoure,1,2,31,1,0.0,6
