,Unnamed: 0,tanggal,Team,position,menit,shotTotal,shotOnTarget,yellowCard,redCard,touches,press,tackle,intercept,blocks,shotCreation,goalCreation,passComplete,passAttempt,passProgresive,carries,carries>5yard,DribblesSucces,Dribbles.1,Nama,goal,Kemasukan,Minggu,homeAway,Starting 11,KlasemenTimMusuh
2022,2022,2022-03-06,Manchester Utd,RW,63.0,0.0,0.0,0.0,0.0,37.0,21.0,3.0,2.0,1.0,0.0,0.0,23.0,26.0,3.0,33.0,3.0,0.0,4.0,Anthony-Elanga,1,4,28,1,0.0,1
2024,2024,2022-04-02,Manchester Utd,RW,90.0,1.0,0.0,0.0,0.0,43.0,23.0,1.0,0.0,1.0,0.0,0.0,25.0,35.0,0.0,31.0,2.0,1.0,2.0,Anthony-Elanga,1,1,31,0,0.0,5
2026,2026,2022-04-16,Manchester Utd,RW,90.0,1.0,1.0,0.0,0.0,63.0,20.0,4.0,1.0,0.0,7.0,4.0,48.0,54.0,0.0,47.0,3.0,1.0,1.0,Anthony-Elanga,3,2,33,0,0.0,28
2027,2027,2022-04-19,Manchester Utd,AM,83.0,1.0,0.0,0.0,0.0,32.0,19.0,0.0,3.0,2.0,0.0,0.0,16.0,23.0,0.0,17.0,1.0,1.0,1.0,Anthony-Elanga,0,4,30,1,0.0,3
2028,2028,2022-04-23,Manchester Utd,RW,76.0,3.0,2.0,0.0,0.0,25.0,9.0,0.0,0.0,3.0,0.0,0.0,11.0,13.0,1.0,19.0,5.0,0.0,1.0,Anthony-Elanga,1,3,34,1,0.0,8
2029,2029,2022-04-28,Manchester Utd,RW,89.0,1.0,0.0,0.0,0.0,30.0,23.0,1.0,1.0,1.0,0.0,0.0,16.0,20.0,0.0,18.0,1.0,1.0,4.0,Anthony-Elanga,1,1,37,0,0.0,4
2030,2030,2022-05-02,Manchester Utd,RW,74.0,0.0,0.0,0.0,0.0,42.0,11.0,1.0,1.0,0.0,2.0,1.0,28.0,33.0,0.0,36.0,1.0,1.0,3.0,Anthony-Elanga,3,0,35,0,0.0,29
2032,2032,2022-05-22,Manchester Utd,RW,90.0,1.0,0.0,0.0,0.0,41.0,25.0,2.0,2.0,5.0,0.0,0.0,19.0,28.0,2.0,28.0,4.0,1.0,1.0,Anthony-Elanga,0,1,38,1,0.0,14
2034,2034,2021-10-24,Manchester Utd,LW,61.0,3.0,1.0,0.0,0.0,30.0,8.0,0.0,0.0,1.0,2.0,0.0,13.0,21.0,2.0,26.0,5.0,2.0,4.0,Marcus-Rashford,0,5,9,0,0.0,3
2038,2038,2021-11-28,Manchester Utd,FW,76.0,0.0,0.0,1.0,0.0,27.0,11.0,0.0,1.0,1.0,0.0,0.0,15.0,20.0,1.0,17.0,3.0,1.0,1.0,Marcus-Rashford,1,1,13,1,0.0,4
2039,2039,2021-12-02,Manchester Utd,RW,78.0,1.0,1.0,0.0,0.0,34.0,8.0,0.0,0.0,2.0,3.0,1.0,22.0,27.0,1.0,21.0,5.0,0.0,1.0,Marcus-Rashford,3,2,14,0,0.0,8
2040,2040,2021-12-05,Manchester Utd,FW,75.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,5.0,0.0,21.0,23.0,1.0,17.0,2.0,1.0,4.0,Marcus-Rashford,1,0,15,0,0.0,14
2041,2041,2021-12-11,Manchester Utd,FW,90.0,3.0,0.0,0.0,0.0,47.0,18.0,0.0,1.0,0.0,3.0,0.0,23.0,31.0,3.0,34.0,6.0,4.0,6.0,Marcus-Rashford,1,0,16,1,0.0,28
2042,2042,2021-12-27,Manchester Utd,AM,90.0,2.0,1.0,0.0,0.0,59.0,16.0,2.0,0.0,0.0,6.0,0.0,34.0,47.0,7.0,42.0,4.0,3.0,7.0,Marcus-Rashford,1,1,19,1,0.0,12
2046,2046,2022-02-08,Manchester Utd,RW,84.0,3.0,2.0,0.0,0.0,38.0,19.0,2.0,1.0,1.0,5.0,1.0,14.0,20.0,3.0,28.0,5.0,3.0,7.0,Marcus-Rashford,1,1,24,1,0.0,17
2047,2047,2022-02-12,Manchester Utd,RW,81.0,1.0,0.0,1.0,0.0,35.0,22.0,0.0,0.0,0.0,1.0,1.0,13.0,25.0,1.0,26.0,6.0,1.0,3.0,Marcus-Rashford,1,1,25,0,0.0,15
2051,2051,2022-03-12,Manchester Utd,RW,67.0,0.0,0.0,0.0,0.0,25.0,18.0,1.0,3.0,0.0,1.0,0.0,14.0,20.0,1.0,16.0,3.0,0.0,0.0,Marcus-Rashford,3,2,29,0,0.0,7
2053,2053,2022-04-09,Manchester Utd,LW,63.0,3.0,2.0,0.0,0.0,43.0,19.0,1.0,0.0,1.0,0.0,0.0,20.0,27.0,3.0,20.0,1.0,0.0,3.0,Marcus-Rashford,0,1,32,1,0.0,10
2055,2055,2022-04-19,Manchester Utd,FW,90.0,0.0,0.0,0.0,0.0,23.0,32.0,1.0,0.0,0.0,1.0,0.0,11.0,15.0,0.0,15.0,1.0,0.0,0.0,Marcus-Rashford,0,4,30,1,0.0,3
2057,2057,2022-04-28,Manchester Utd,LW,78.0,0.0,0.0,0.0,0.0,25.0,18.0,0.0,4.0,1.0,0.0,0.0,12.0,14.0,0.0,21.0,1.0,0.0,0.0,Marcus-Rashford,1,1,37,0,0.0,4
2060,2060,2021-10-02,Manchester Utd,FW,56.0,1.0,1.0,0.0,0.0,30.0,7.0,0.0,2.0,2.0,1.0,0.0,17.0,23.0,0.0,17.0,0.0,0.0,0.0,Edinson-Cavani,1,1,7,0,0.0,10
2062,2062,2021-10-30,Manchester Utd,FW,81.0,4.0,1.0,0.0,0.0,33.0,21.0,1.0,1.0,2.0,0.0,0.0,17.0,24.0,2.0,18.0,1.0,0.0,0.0,Edinson-Cavani,3,0,10,1,0.0,7
2064,2064,2021-12-30,Manchester Utd,FW,90.0,1.0,0.0,0.0,0.0,24.0,7.0,0.0,0.0,0.0,1.0,0.0,17.0,19.0,1.0,13.0,1.0,1.0,1.0,Edinson-Cavani,3,1,20,0,0.0,17
2065,2065,2022-01-03,Manchester Utd,FW,90.0,1.0,0.0,0.0,0.0,38.0,16.0,1.0,0.0,1.0,0.0,0.0,25.0,33.0,1.0,22.0,1.0,2.0,2.0,Edinson-Cavani,0,1,21,0,0.0,13
2066,2066,2022-01-15,Manchester Utd,FW,90.0,0.0,0.0,0.0,0.0,33.0,11.0,1.0,0.0,1.0,1.0,0.0,20.0,26.0,0.0,22.0,0.0,0.0,0.0,Edinson-Cavani,2,2,22,1,0.0,11
2068,2068,2022-02-08,Manchester Utd,FW,67.0,2.0,1.0,0.0,0.0,27.0,5.0,0.0,1.0,1.0,0.0,0.0,16.0,20.0,0.0,8.0,1.0,0.0,0.0,Edinson-Cavani,1,1,24,1,0.0,17
2072,2072,2022-05-22,Manchester Utd,FW,90.0,1.0,1.0,0.0,0.0,29.0,19.0,0.0,1.0,1.0,3.0,0.0,21.0,25.0,2.0,21.0,3.0,0.0,0.0,Edinson-Cavani,0,1,38,1,0.0,14
2074,2074,2021-11-28,Manchester Utd,CB,90.0,0.0,0.0,1.0,0.0,39.0,10.0,5.0,3.0,1.0,0.0,0.0,23.0,25.0,0.0,20.0,0.0,0.0,0.0,Eric-Bailly,1,1,13,1,0.0,4
2076,2076,2021-12-30,Manchester Utd,CB,65.0,0.0,0.0,0.0,0.0,42.0,4.0,1.0,5.0,2.0,1.0,0.0,25.0,32.0,2.0,22.0,2.0,0.0,0.0,Eric-Bailly,3,1,20,0,0.0,17
2088,2088,2022-02-20,Manchester Utd,RW,66.0,0.0,0.0,0.0,0.0,28.0,24.0,3.0,0.0,0.0,1.0,0.0,16.0,22.0,1.0,20.0,3.0,0.0,3.0,Jesse-Lingard,4,2,26,1,0.0,9
2090,2090,2022-04-16,Manchester Utd,CM,62.0,3.0,2.0,0.0,0.0,53.0,13.0,1.0,2.0,1.0,7.0,1.0,40.0,43.0,3.0,46.0,7.0,1.0,3.0,Jesse-Lingard,3,2,33,0,0.0,28
2091,2091,2022-04-19,Manchester Utd,CM,81.0,0.0,0.0,0.0,0.0,31.0,28.0,4.0,0.0,1.0,1.0,0.0,18.0,22.0,0.0,14.0,1.0,0.0,1.0,Jesse-Lingard,0,4,30,1,1.0,3
2097,2097,2022-05-02,Manchester Utd,AM,74.0,1.0,0.0,0.0,0.0,66.0,8.0,0.0,0.0,0.0,2.0,0.0,56.0,62.0,2.0,61.0,7.0,1.0,1.0,Juan-Mata,3,0,35,0,0.0,29
2098,2098,2022-05-07,Manchester Utd,AM,69.0,2.0,1.0,0.0,0.0,52.0,17.0,0.0,1.0,0.0,2.0,0.0,37.0,42.0,1.0,44.0,6.0,2.0,2.0,Juan-Mata,0,4,36,1,0.0,16
2101,2101,2021-08-22,Manchester Utd,FW,58.0,1.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,1.0,0.0,0.0,4.0,6.0,0.0,6.0,1.0,1.0,1.0,Anthony-Martial,1,1,2,1,0.0,15
2104,2104,2021-10-02,Manchester Utd,LW,56.0,3.0,2.0,0.0,0.0,47.0,8.0,1.0,1.0,0.0,1.0,0.0,33.0,40.0,3.0,39.0,8.0,0.0,0.0,Anthony-Martial,1,1,7,0,0.0,10
2108,2108,2022-01-03,Manchester Utd,CB,90.0,0.0,0.0,0.0,0.0,59.0,11.0,3.0,2.0,3.0,2.0,0.0,46.0,50.0,4.0,41.0,4.0,0.0,0.0,Phil-Jones,0,1,21,0,0.0,13
2112,2112,2021-08-14,Manchester Utd,RW,74.0,3.0,1.0,0.0,0.0,34.0,19.0,3.0,0.0,2.0,2.0,0.0,15.0,18.0,0.0,18.0,5.0,0.0,3.0,Daniel-James,5,1,1,0,0.0,9
2113,2113,2021-08-29,Manchester Utd,RW,52.0,1.0,0.0,0.0,0.0,19.0,12.0,1.0,0.0,0.0,1.0,0.0,7.0,14.0,0.0,15.0,5.0,0.0,0.0,Daniel-James,1,0,3,1,0.0,13
2115,2115,2021-09-17,Leeds United,LM,60.0,2.0,0.0,0.0,0.0,27.0,7.0,1.0,1.0,0.0,2.0,0.0,11.0,16.0,0.0,17.0,1.0,0.0,1.0,Daniel-James,1,1,5,1,0.0,12
2117,2117,2021-10-02,Leeds United,LM,90.0,2.0,0.0,0.0,0.0,31.0,9.0,0.0,3.0,1.0,4.0,0.0,9.0,18.0,3.0,23.0,5.0,0.0,2.0,Daniel-James,1,0,7,0,0.0,30
2118,2118,2021-10-16,Leeds United,LW,90.0,1.0,0.0,0.0,0.0,32.0,13.0,1.0,2.0,2.0,0.0,0.0,16.0,23.0,4.0,25.0,5.0,2.0,3.0,Daniel-James,0,1,8,1,0.0,15
2119,2119,2021-10-23,Leeds United,LM,90.0,0.0,0.0,0.0,0.0,28.0,9.0,2.0,1.0,1.0,1.0,0.0,14.0,19.0,1.0,18.0,5.0,0.0,2.0,Daniel-James,1,1,9,0,0.0,13
2120,2120,2021-10-31,Leeds United,FW,76.0,1.0,0.0,0.0,0.0,23.0,12.0,0.0,0.0,0.0,3.0,1.0,14.0,18.0,2.0,15.0,3.0,1.0,1.0,Daniel-James,2,1,10,1,0.0,28
2121,2121,2021-11-07,Leeds United,FW,90.0,6.0,0.0,0.0,0.0,45.0,20.0,1.0,0.0,1.0,2.0,0.0,20.0,30.0,2.0,33.0,10.0,0.0,0.0,Daniel-James,1,1,11,0,0.0,5
2122,2122,2021-11-21,Leeds United,RW,90.0,7.0,4.0,0.0,0.0,38.0,16.0,1.0,1.0,0.0,2.0,0.0,12.0,26.0,0.0,29.0,9.0,1.0,1.0,Daniel-James,1,2,12,1,0.0,7
2123,2123,2021-11-27,Leeds United,FW,90.0,2.0,0.0,0.0,0.0,19.0,20.0,0.0,0.0,0.0,1.0,0.0,7.0,10.0,0.0,14.0,3.0,2.0,2.0,Daniel-James,0,0,13,1,0.0,16
2124,2124,2021-11-30,Leeds United,LM,90.0,4.0,0.0,0.0,0.0,43.0,25.0,3.0,1.0,2.0,2.0,0.0,17.0,23.0,6.0,30.0,10.0,1.0,7.0,Daniel-James,1,0,14,0,0.0,14
2125,2125,2021-12-05,Leeds United,LW,90.0,0.0,0.0,0.0,0.0,38.0,11.0,2.0,2.0,0.0,4.0,0.0,21.0,29.0,3.0,32.0,7.0,0.0,0.0,Daniel-James,2,2,15,0,0.0,29
2126,2126,2021-12-11,Leeds United,FW,87.0,0.0,0.0,0.0,0.0,25.0,22.0,3.0,0.0,1.0,6.0,2.0,10.0,16.0,2.0,21.0,5.0,2.0,4.0,Daniel-James,2,3,16,1,0.0,4
2129,2129,2022-01-16,Leeds United,FW,90.0,5.0,1.0,1.0,0.0,30.0,29.0,2.0,0.0,3.0,3.0,0.0,11.0,17.0,1.0,18.0,4.0,0.0,2.0,Daniel-James,3,2,22,1,0.0,6
2130,2130,2022-01-22,Leeds United,FW,70.0,2.0,2.0,1.0,0.0,15.0,13.0,1.0,0.0,0.0,1.0,0.0,4.0,9.0,1.0,8.0,4.0,0.0,1.0,Daniel-James,0,1,23,0,0.0,12
2131,2131,2022-02-09,Leeds United,FW,90.0,4.0,3.0,1.0,0.0,25.0,19.0,2.0,0.0,1.0,1.0,0.0,8.0,15.0,0.0,11.0,4.0,0.0,1.0,Daniel-James,3,3,24,1,0.0,11
2132,2132,2022-02-12,Leeds United,FW,90.0,1.0,0.0,1.0,0.0,26.0,33.0,2.0,0.0,1.0,0.0,0.0,7.0,13.0,2.0,20.0,5.0,2.0,3.0,Daniel-James,0,3,25,1,0.0,10
2133,2133,2022-02-20,Leeds United,LM,90.0,1.0,0.0,0.0,0.0,30.0,13.0,1.0,1.0,1.0,3.0,1.0,11.0,22.0,3.0,27.0,4.0,3.0,4.0,Daniel-James,2,4,26,0,0.0,2
2134,2134,2022-02-23,Leeds United,FW,60.0,0.0,0.0,0.0,0.0,11.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,5.0,0.0,0.0,0.0,Daniel-James,0,6,19,1,0.0,3
2135,2135,2022-02-26,Leeds United,LM,90.0,1.0,0.0,0.0,0.0,29.0,39.0,1.0,3.0,1.0,3.0,0.0,16.0,19.0,2.0,16.0,3.0,1.0,2.0,Daniel-James,0,4,27,0,0.0,7
2136,2136,2022-03-05,Leeds United,FW,90.0,3.0,1.0,0.0,0.0,32.0,29.0,0.0,0.0,0.0,2.0,0.0,17.0,23.0,3.0,21.0,3.0,0.0,1.0,Daniel-James,0,1,28,1,0.0,5
2137,2137,2022-03-10,Leeds United,FW,90.0,0.0,0.0,1.0,0.0,27.0,19.0,2.0,1.0,1.0,0.0,0.0,12.0,15.0,0.0,18.0,2.0,2.0,3.0,Daniel-James,0,3,20,0,0.0,11
2138,2138,2022-03-13,Leeds United,FW,90.0,1.0,1.0,1.0,0.0,31.0,27.0,1.0,1.0,0.0,1.0,1.0,14.0,21.0,5.0,20.0,8.0,0.0,1.0,Daniel-James,2,1,29,0,0.0,28
2139,2139,2022-03-18,Leeds United,FW,90.0,4.0,1.0,0.0,0.0,24.0,16.0,0.0,0.0,0.0,4.0,0.0,8.0,15.0,1.0,15.0,2.0,0.0,0.0,Daniel-James,3,2,30,1,0.0,13
2140,2140,2022-04-02,Leeds United,FW,58.0,2.0,1.0,0.0,0.0,27.0,20.0,1.0,1.0,1.0,2.0,0.0,8.0,17.0,0.0,17.0,3.0,0.0,1.0,Daniel-James,1,1,31,0,0.0,15
2141,2141,2022-04-09,Leeds United,FW,66.0,0.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,10.0,1.0,0.0,0.0,Daniel-James,3,0,32,1,0.0,30
2142,2142,2022-04-25,Leeds United,FW,58.0,0.0,0.0,1.0,0.0,14.0,29.0,0.0,0.0,0.0,1.0,0.0,8.0,12.0,2.0,5.0,1.0,0.0,0.0,Daniel-James,0,0,34,1,0.0,14
2143,2143,2022-04-30,Leeds United,RW,46.0,1.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,3.0,3.0,0.0,6.0,9.0,2.0,8.0,2.0,1.0,1.0,Daniel-James,0,4,35,0,1.0,1
2144,2144,2022-05-08,Leeds United,WB,90.0,0.0,0.0,0.0,0.0,30.0,42.0,5.0,1.0,3.0,0.0,0.0,10.0,14.0,1.0,17.0,3.0,0.0,0.0,Daniel-James,1,2,36,1,0.0,8
2147,2147,2022-05-22,Manchester Utd,LW,61.0,1.0,1.0,1.0,0.0,27.0,25.0,0.0,1.0,0.0,0.0,0.0,14.0,18.0,0.0,21.0,1.0,1.0,2.0,Hannibal-Mejbri,0,1,38,1,0.0,14
2157,2157,2022-02-12,Everton,DM,90.0,0.0,0.0,0.0,0.0,48.0,15.0,2.0,1.0,1.0,2.0,0.0,34.0,38.0,5.0,21.0,2.0,0.0,2.0,Donny-van-de-Beek,3,0,25,0,0.0,9
2158,2158,2022-02-19,Everton,DM,90.0,3.0,0.0,0.0,0.0,69.0,31.0,3.0,3.0,1.0,0.0,0.0,41.0,52.0,1.0,40.0,2.0,1.0,2.0,Donny-van-de-Beek,0,2,26,1,0.0,15
2159,2159,2022-02-26,Everton,CM,70.0,0.0,0.0,1.0,0.0,38.0,8.0,3.0,2.0,2.0,1.0,0.0,18.0,28.0,1.0,21.0,0.0,1.0,2.0,Donny-van-de-Beek,0,1,27,0,0.0,1
2160,2160,2022-03-07,Everton,DM,58.0,0.0,0.0,0.0,0.0,44.0,12.0,1.0,2.0,1.0,1.0,0.0,34.0,37.0,2.0,24.0,3.0,0.0,0.0,Donny-van-de-Beek,0,5,28,1,0.0,7
2161,2161,2022-03-13,Everton,DM,90.0,0.0,0.0,0.0,0.0,43.0,18.0,4.0,1.0,2.0,1.0,0.0,29.0,36.0,0.0,20.0,0.0,2.0,2.0,Donny-van-de-Beek,0,1,29,0,0.0,13
2162,2162,2022-05-22,Everton,DM,54.0,1.0,1.0,0.0,0.0,13.0,12.0,2.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,9.0,0.0,0.0,0.0,Donny-van-de-Beek,1,5,38,1,1.0,8
2166,2166,2021-08-15,Newcastle Utd,FW,90.0,0.0,0.0,0.0,0.0,52.0,5.0,1.0,0.0,1.0,6.0,1.0,34.0,40.0,2.0,56.0,11.0,7.0,8.0,Allan-Saint-Maximin,2,4,1,0,0.0,6
2167,2167,2021-08-21,Newcastle Utd,FW,90.0,1.0,0.0,0.0,0.0,35.0,2.0,0.0,0.0,1.0,0.0,0.0,17.0,22.0,1.0,31.0,6.0,6.0,8.0,Allan-Saint-Maximin,0,2,2,1,0.0,11
2168,2168,2021-08-28,Newcastle Utd,FW,90.0,2.0,1.0,1.0,0.0,46.0,8.0,0.0,0.0,0.0,3.0,0.0,28.0,34.0,2.0,39.0,10.0,2.0,3.0,Allan-Saint-Maximin,2,2,3,0,0.0,15
2169,2169,2021-09-11,Newcastle Utd,FW,90.0,3.0,0.0,0.0,0.0,45.0,4.0,0.0,1.0,1.0,5.0,1.0,26.0,34.0,4.0,32.0,11.0,2.0,3.0,Allan-Saint-Maximin,1,4,4,1,0.0,2
2170,2170,2021-09-17,Newcastle Utd,FW,90.0,5.0,4.0,0.0,0.0,40.0,4.0,0.0,0.0,0.0,8.0,0.0,21.0,26.0,2.0,35.0,14.0,2.0,4.0,Allan-Saint-Maximin,1,1,5,0,0.0,9
2171,2171,2021-09-25,Newcastle Utd,FW,90.0,2.0,0.0,0.0,0.0,50.0,7.0,0.0,2.0,0.0,11.0,1.0,26.0,35.0,2.0,43.0,4.0,2.0,5.0,Allan-Saint-Maximin,1,1,6,1,0.0,30
2172,2172,2021-10-02,Newcastle Utd,FW,90.0,1.0,1.0,0.0,0.0,48.0,11.0,2.0,0.0,0.0,1.0,0.0,22.0,31.0,1.0,47.0,14.0,4.0,7.0,Allan-Saint-Maximin,1,2,7,1,0.0,13
2173,2173,2021-10-17,Newcastle Utd,RM,90.0,2.0,0.0,0.0,0.0,39.0,7.0,0.0,0.0,1.0,2.0,1.0,14.0,27.0,3.0,42.0,10.0,7.0,10.0,Allan-Saint-Maximin,2,3,8,0,0.0,7
2174,2174,2021-10-23,Newcastle Utd,FW,80.0,1.0,0.0,0.0,0.0,29.0,9.0,0.0,1.0,0.0,0.0,0.0,7.0,14.0,2.0,21.0,4.0,0.0,1.0,Allan-Saint-Maximin,1,1,9,1,0.0,14
2175,2175,2021-10-30,Newcastle Utd,FW,90.0,1.0,0.0,0.0,0.0,26.0,10.0,0.0,2.0,1.0,0.0,0.0,9.0,14.0,0.0,21.0,2.0,3.0,4.0,Allan-Saint-Maximin,0,3,10,0,0.0,4
2176,2176,2021-11-06,Newcastle Utd,AM,90.0,0.0,0.0,0.0,0.0,30.0,13.0,0.0,3.0,1.0,0.0,0.0,13.0,17.0,0.0,27.0,1.0,2.0,6.0,Allan-Saint-Maximin,1,1,11,1,0.0,16
2177,2177,2021-11-20,Newcastle Utd,LW,90.0,7.0,2.0,1.0,0.0,43.0,3.0,0.0,0.0,0.0,5.0,2.0,15.0,20.0,3.0,45.0,12.0,6.0,12.0,Allan-Saint-Maximin,3,3,12,0,0.0,29
2178,2178,2021-11-27,Newcastle Utd,LM,90.0,1.0,1.0,0.0,0.0,32.0,17.0,0.0,1.0,2.0,3.0,0.0,16.0,20.0,1.0,32.0,8.0,5.0,7.0,Allan-Saint-Maximin,0,2,13,1,0.0,8
2179,2179,2021-11-30,Newcastle Utd,LW,76.0,1.0,0.0,0.0,0.0,24.0,5.0,0.0,0.0,0.0,3.0,0.0,12.0,17.0,0.0,27.0,6.0,3.0,4.0,Allan-Saint-Maximin,1,1,14,0,0.0,28
2180,2180,2021-12-04,Newcastle Utd,LM,89.0,3.0,1.0,0.0,0.0,38.0,4.0,0.0,0.0,1.0,6.0,0.0,17.0,23.0,2.0,35.0,12.0,2.0,6.0,Allan-Saint-Maximin,1,0,15,0,0.0,17
2181,2181,2021-12-12,Newcastle Utd,LM,90.0,3.0,1.0,1.0,0.0,46.0,15.0,1.0,1.0,2.0,8.0,0.0,21.0,25.0,1.0,52.0,5.0,14.0,20.0,Allan-Saint-Maximin,0,4,16,1,0.0,5
2182,2182,2021-12-16,Newcastle Utd,FW,78.0,1.0,1.0,0.0,0.0,23.0,8.0,1.0,2.0,0.0,2.0,0.0,9.0,14.0,2.0,20.0,5.0,3.0,4.0,Allan-Saint-Maximin,1,3,17,1,0.0,3
2184,2184,2021-12-27,Newcastle Utd,LM,82.0,5.0,4.0,0.0,0.0,37.0,11.0,0.0,1.0,3.0,0.0,0.0,8.0,14.0,0.0,33.0,5.0,2.0,6.0,Allan-Saint-Maximin,1,1,19,0,0.0,2
2185,2185,2022-01-15,Newcastle Utd,LW,85.0,1.0,1.0,0.0,0.0,47.0,7.0,0.0,0.0,1.0,2.0,0.0,22.0,30.0,1.0,51.0,7.0,6.0,12.0,Allan-Saint-Maximin,1,1,22,0,0.0,30
2186,2186,2022-01-22,Newcastle Utd,LW,90.0,2.0,0.0,1.0,0.0,47.0,5.0,0.0,0.0,1.0,7.0,0.0,18.0,30.0,6.0,44.0,6.0,7.0,12.0,Allan-Saint-Maximin,1,0,23,1,0.0,9
2187,2187,2022-02-08,Newcastle Utd,LW,90.0,2.0,2.0,0.0,0.0,35.0,12.0,0.0,1.0,0.0,8.0,0.0,10.0,20.0,2.0,38.0,8.0,8.0,10.0,Allan-Saint-Maximin,3,1,24,0,0.0,10
2188,2188,2022-02-13,Newcastle Utd,LW,90.0,2.0,1.0,0.0,0.0,32.0,8.0,2.0,1.0,0.0,7.0,1.0,7.0,11.0,1.0,30.0,7.0,3.0,5.0,Allan-Saint-Maximin,1,0,25,0,0.0,11
2192,2192,2022-04-03,Newcastle Utd,LW,90.0,1.0,0.0,1.0,0.0,50.0,14.0,0.0,0.0,0.0,1.0,0.0,26.0,35.0,4.0,44.0,10.0,2.0,6.0,Allan-Saint-Maximin,1,5,31,1,0.0,7
2193,2193,2022-04-08,Newcastle Utd,LW,89.0,4.0,1.0,0.0,0.0,44.0,5.0,0.0,0.0,0.0,1.0,0.0,17.0,22.0,1.0,45.0,9.0,5.0,10.0,Allan-Saint-Maximin,1,0,32,0,0.0,13
2194,2194,2022-04-17,Newcastle Utd,LW,89.0,3.0,1.0,0.0,0.0,28.0,8.0,0.0,1.0,0.0,6.0,0.0,10.0,15.0,1.0,29.0,11.0,3.0,5.0,Allan-Saint-Maximin,2,1,33,0,0.0,5
2195,2195,2022-04-20,Newcastle Utd,LW,75.0,1.0,1.0,0.0,0.0,29.0,9.0,1.0,0.0,0.0,2.0,0.0,13.0,19.0,1.0,27.0,6.0,3.0,5.0,Allan-Saint-Maximin,1,0,30,0,0.0,14
2196,2196,2022-04-23,Newcastle Utd,FW,90.0,1.0,1.0,1.0,0.0,57.0,14.0,1.0,1.0,0.0,6.0,1.0,36.0,43.0,3.0,53.0,8.0,8.0,10.0,Allan-Saint-Maximin,3,0,34,1,0.0,28
2197,2197,2022-04-30,Newcastle Utd,FW,90.0,1.0,0.0,0.0,0.0,34.0,10.0,0.0,0.0,0.0,1.0,0.0,14.0,22.0,0.0,31.0,3.0,5.0,8.0,Allan-Saint-Maximin,0,1,35,0,0.0,3
2198,2198,2022-05-08,Newcastle Utd,LW,90.0,2.0,0.0,0.0,0.0,37.0,5.0,0.0,1.0,0.0,2.0,0.0,14.0,21.0,1.0,31.0,6.0,4.0,5.0,Allan-Saint-Maximin,0,5,36,1,0.0,1
2199,2199,2022-05-16,Newcastle Utd,LW,76.0,1.0,1.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,1.0,0.0,14.0,17.0,1.0,27.0,7.0,5.0,6.0,Allan-Saint-Maximin,2,0,37,0,0.0,8
2200,2200,2022-05-22,Newcastle Utd,LW,71.0,1.0,1.0,0.0,0.0,22.0,7.0,0.0,1.0,0.0,2.0,1.0,12.0,14.0,3.0,17.0,4.0,0.0,0.0,Allan-Saint-Maximin,2,1,38,1,0.0,17
2204,2204,2021-09-11,Newcastle Utd,CM,90.0,3.0,1.0,0.0,0.0,47.0,9.0,0.0,0.0,3.0,2.0,0.0,16.0,25.0,3.0,30.0,2.0,2.0,4.0,Joelinton,1,4,4,1,0.0,2
2205,2205,2021-09-17,Newcastle Utd,LM,89.0,2.0,1.0,0.0,0.0,53.0,18.0,3.0,2.0,3.0,2.0,1.0,28.0,40.0,2.0,27.0,3.0,0.0,1.0,Joelinton,1,1,5,0,0.0,9
2206,2206,2021-09-25,Newcastle Utd,LM,90.0,1.0,1.0,0.0,0.0,46.0,12.0,1.0,0.0,2.0,3.0,0.0,24.0,36.0,0.0,24.0,4.0,0.0,0.0,Joelinton,1,1,6,1,0.0,30
2207,2207,2021-10-02,Newcastle Utd,LW,90.0,4.0,0.0,0.0,0.0,59.0,22.0,1.0,3.0,3.0,3.0,0.0,25.0,33.0,1.0,41.0,3.0,1.0,7.0,Joelinton,1,2,7,1,0.0,13
2208,2208,2021-10-17,Newcastle Utd,LM,90.0,0.0,0.0,1.0,0.0,62.0,26.0,1.0,1.0,1.0,1.0,0.0,31.0,41.0,4.0,51.0,5.0,4.0,4.0,Joelinton,2,3,8,0,0.0,7
2211,2211,2021-11-20,Newcastle Utd,RW,90.0,4.0,2.0,0.0,0.0,63.0,20.0,0.0,1.0,1.0,4.0,1.0,32.0,42.0,2.0,38.0,5.0,1.0,2.0,Joelinton,3,3,12,0,0.0,29
2212,2212,2021-11-27,Newcastle Utd,FW,66.0,0.0,0.0,0.0,0.0,26.0,31.0,4.0,1.0,2.0,0.0,0.0,9.0,12.0,1.0,18.0,0.0,2.0,3.0,Joelinton,0,2,13,1,0.0,8
2213,2213,2021-11-30,Newcastle Utd,CM,90.0,2.0,0.0,0.0,0.0,50.0,29.0,3.0,2.0,4.0,2.0,0.0,23.0,31.0,2.0,32.0,3.0,1.0,1.0,Joelinton,1,1,14,0,0.0,28
